ORDERNUMBER,QUANTITYORDERED,PRICEEACH,ORDERLINENUMBER,SALES,ORDERDATE,STATUS,QTR_ID,MONTH_ID,YEAR_ID,PRODUCTLINE,MSRP,PRODUCTCODE,CUSTOMERNAME,PHONE,ADDRESSLINE1,ADDRESSLINE2,CITY,STATE,POSTALCODE,COUNTRY,TERRITORY,CONTACTLASTNAME,CONTACTFIRSTNAME,DEALSIZE
10263,0.6065053843033164,0.8101579745265014,4,2.597311983250221,2004-06-28,Shipped,2,6,2004,Motorcycles,2.2967304037909484,S10_4698,Gift Depot Inc.,2035552570,25593 South Bay Ln.,Desconocido,Bridgewater,CT,97562,USA,Desconocido,King,Julie,Large
10275,0.09314345701611873,0.8101579745265014,3,1.818061521936073,2004-07-23,Shipped,3,7,2004,Motorcycles,2.2967304037909484,S10_4698,La Rochelle Gifts,40.67.8555,"67, rue des Cinquante Otages",Desconocido,Nantes,Desconocido,44000,France,EMEA,Labrune,Janine,Medium
10285,-0.8309080121008378,0.8101579745265014,8,1.0231556754707154,2004-08-27,Shipped,3,8,2004,Motorcycles,2.2967304037909484,S10_4698,Marta's Replicas Co.,6175558555,39323 Spinnaker Dr.,Desconocido,Cambridge,MA,51247,USA,Desconocido,Hernandez,Marta,Medium
10299,-0.6255632411859583,0.8101579745265014,11,1.6993673115180667,2004-09-30,Shipped,3,9,2004,Motorcycles,2.2967304037909484,S10_4698,"Toys of Finland, Co.",90-224 8555,Keskuskatu 45,Desconocido,Helsinki,Desconocido,21240,Finland,EMEA,Karttunen,Matti,Medium
10308,-1.5496147103029148,0.8101579745265014,1,0.5519899441440108,2004-10-15,Shipped,4,10,2004,Motorcycles,2.2967304037909484,S10_4698,Mini Classics,9145554562,3758 North Pendale Street,Desconocido,White Plains,NY,24067,USA,Desconocido,Frick,Steve,Medium
10318,0.19581584247355846,0.8101579745265014,3,2.2335944329803876,2004-11-02,Shipped,4,11,2004,Motorcycles,2.2967304037909484,S10_4698,Diecast Classics Inc.,2155551555,7586 Pompton St.,Desconocido,Allentown,PA,70267,USA,Desconocido,Yu,Kyung,Large
10329,-0.9335803975582769,0.8101579745265014,3,1.2567266367988188,2004-11-15,Shipped,4,11,2004,Motorcycles,2.2967304037909484,S10_4698,Land of Toys Inc.,2125557818,897 Long Airport Avenue,Desconocido,NYC,NY,10022,USA,Desconocido,Yu,Kwai,Medium
10339,0.4011606133884374,-0.34647003118495084,3,-0.30613476944946477,2004-11-23,Shipped,4,11,2004,Motorcycles,2.2967304037909484,S10_4698,"Tokyo Collectables, Ltd",+81 3 3584 0555,2-2-8 Roppongi,Desconocido,Minato-ku,Tokyo,106-0032,Japan,Japan,Shimamura,Akiko,Small
10362,-1.3442699393880353,0.8101579745265014,4,0.05984719136773413,2005-01-05,Shipped,1,1,2005,Motorcycles,2.2967304037909484,S10_4698,Technics Stores Inc.,6505556809,9408 Furth Circle,Desconocido,Burlingame,CA,94217,USA,Desconocido,Hirano,Juri,Medium
10374,-1.3442699393880353,0.8101579745265014,1,0.1523133371723735,2005-02-02,Shipped,1,2,2005,Motorcycles,2.2967304037909484,S10_4698,"Australian Gift Network, Co",61-7-3844-6555,31 Duncan St. West End,Desconocido,South Brisbane,Queensland,4101,Australia,APAC,Calaghan,Tony,Medium
10388,-1.4469423248454751,0.1542561950338942,7,-0.9403652113920671,2005-03-03,Shipped,1,3,2005,Motorcycles,2.2967304037909484,S10_4698,FunGiftIdeas.com,5085552555,1785 First Street,Desconocido,New Bedford,MA,50553,USA,Desconocido,Benitez,Violeta,Small
10403,3.1733150207393064,0.8101579745265014,9,4.524862952928959,2005-04-08,Shipped,2,4,2005,Motorcycles,2.2967304037909484,S10_4698,"UK Collectables, Ltd.",(171) 555-2282,Berkeley Gardens 12  Brewery,Desconocido,Liverpool,Desconocido,WX1 6LT,UK,EMEA,Devon,Elizabeth,Large
10417,2.14659116616491,0.8101579745265014,4,3.075835691295582,2005-05-13,Disputed,2,5,2005,Motorcycles,2.2967304037909484,S10_4698,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Desconocido,Madrid,Desconocido,28034,Spain,EMEA,Freyre,Diego,Large
10105,1.5305568534202727,0.8101579745265014,2,1.9842703421609023,2003-02-11,Shipped,1,2,2003,Classic Cars,0.8781421779632533,S10_4757,Danish Wholesale Imports,31 12 3555,Vinb'ltet 34,Desconocido,Kobenhavn,Desconocido,1734,Denmark,EMEA,Petersen,Jytte,Large
10119,1.119867311590515,0.8101579745265014,11,0.7878796184306873,2003-04-28,Shipped,2,4,2003,Classic Cars,0.8781421779632533,S10_4757,Salzburg Collectables,6562-9555,Geislweg 14,Desconocido,Salzburg,Desconocido,5020,Austria,EMEA,Pipps,Georg,Medium
10129,-0.21487369935619993,0.8101579745265014,2,0.4585029130086651,2003-06-12,Shipped,2,6,2003,Classic Cars,0.8781421779632533,S10_4757,"Stylish Desk Decors, Co.",(171) 555-0297,35 King George,Desconocido,London,Desconocido,WX3 6FW,UK,EMEA,Brown,Ann,Medium
10143,1.4278844679628335,0.8101579745265014,15,1.1098711959284489,2003-08-10,Shipped,3,8,2003,Classic Cars,0.8781421779632533,S10_4757,Mini Creations Ltd.,5085559555,4575 Hillside Dr.,Desconocido,New Bedford,MA,50553,USA,Desconocido,Tam,Wing C,Medium
10155,-0.31754608481363966,0.8101579745265014,13,0.5279231154967148,2003-10-06,Shipped,4,10,2003,Classic Cars,0.8781421779632533,S10_4757,"Toys of Finland, Co.",90-224 8555,Keskuskatu 45,Desconocido,Helsinki,Desconocido,21240,Finland,EMEA,Karttunen,Matti,Medium
10167,0.9145225406756355,0.8101579745265014,9,1.2871142661107027,2003-10-23,Cancelled,4,10,2003,Classic Cars,0.8781421779632533,S10_4757,Scandinavian Gift Ideas,0695-34 6555,?kergatan 24,Desconocido,Boras,Desconocido,S-844 67,Sweden,EMEA,Larsson,Maria,Medium
10178,-1.1389251684731565,0.8101579745265014,12,-0.03334660674708961,2003-11-08,Shipped,4,11,2003,Classic Cars,0.8781421779632533,S10_4757,Alpha Cognac,61.77.6555,1 rue Alsace-Lorraine,Desconocido,Toulouse,Desconocido,31000,France,EMEA,Roulet,Annette,Medium
10186,-0.9335803975582769,0.8101579745265014,9,0.16309779603824195,2003-11-14,Shipped,4,11,2003,Classic Cars,0.8781421779632533,S10_4757,"Double Decker Gift Stores, Ltd",(171) 555-7555,120 Hanover Sq.,Desconocido,London,Desconocido,WA1 1DP,UK,EMEA,Hardy,Thomas,Medium
10197,1.0171949261330746,0.8101579745265014,6,0.961430124650811,2003-11-26,Shipped,4,11,2003,Classic Cars,0.8781421779632533,S10_4757,Enaco Distributors,(93) 203 4555,"Rambla de Catalu¤a, 23",Desconocido,Barcelona,Desconocido,8022,Spain,EMEA,Saavedra,Eduardo,Medium
10209,0.4011606133884374,0.8101579745265014,8,0.8927484349551875,2004-01-09,Shipped,1,1,2004,Classic Cars,0.8781421779632533,S10_4757,"Men 'R' US Retailers, Ltd.",2155554369,6047 Douglas Av.,Desconocido,Los Angeles,CA,Desconocido,USA,Desconocido,Chandler,Michael,Medium
10222,1.4278844679628335,0.8101579745265014,12,1.32699395690171,2004-02-19,Shipped,1,2,2004,Classic Cars,0.8781421779632533,S10_4757,Collectable Mini Designs Co.,7605558146,361 Furth Circle,Desconocido,San Diego,CA,91217,USA,Desconocido,Thompson,Valarie,Medium
10248,-1.5496147103029148,0.8101579745265014,3,-0.3494300819054424,2004-05-07,Cancelled,2,5,2004,Classic Cars,0.8781421779632533,S10_4757,Land of Toys Inc.,2125557818,897 Long Airport Avenue,Desconocido,NYC,NY,10022,USA,Desconocido,Yu,Kwai,Small
10261,-0.8309080121008378,0.8101579745265014,1,-0.09538168131087839,2004-06-17,Shipped,2,6,2004,Classic Cars,0.8781421779632533,S10_4757,Quebec Home Shopping Network,(514) 555-8054,43 rue St. Laurent,Desconocido,Montreal,Quebec,H1J 1C3,Canada,Desconocido,Fresnisre,Jean,Medium
10273,-0.5228908557285186,0.8101579745265014,4,-0.024484453237976548,2004-07-21,Shipped,3,7,2004,Classic Cars,0.8781421779632533,S10_4757,Petit Auto,(02) 5554 67,Rue Joseph-Bens 532,Desconocido,Bruxelles,Desconocido,B-1180,Belgium,EMEA,Dewey,Catherine,Medium
10283,-1.0362527830157167,0.8101579745265014,6,-0.30511931435987893,2004-08-20,Shipped,3,8,2004,Classic Cars,0.8781421779632533,S10_4757,"Royal Canadian Collectables, Ltd.",(604) 555-4555,23 Tsawassen Blvd.,Desconocido,Tsawassen,BC,T2F 8M4,Canada,Desconocido,Lincoln,Elizabeth,Small
10295,-1.1389251684731565,0.8101579745265014,1,-0.06879522078354022,2004-09-10,Shipped,3,9,2004,Classic Cars,0.8781421779632533,S10_4757,Gifts4AllAges.com,6175559555,8616 Spinnaker Dr.,Desconocido,Boston,MA,51003,USA,Desconocido,Yoshido,Juri,Medium
10307,-1.3442699393880353,0.8101579745265014,9,-0.46759212869361166,2004-10-14,Shipped,4,10,2004,Classic Cars,0.8781421779632533,S10_4757,"Classic Gift Ideas, Inc",2155554695,782 First Street,Desconocido,Philadelphia,PA,71270,USA,Desconocido,Cervantes,Francisca,Small
10316,-0.21487369935619993,0.8101579745265014,17,0.3122773801083059,2004-11-01,Shipped,4,11,2004,Classic Cars,0.8781421779632533,S10_4757,giftsbymail.co.uk,(198) 555-8888,Garden House Crowther Way,Desconocido,Cowes,Isle of Wight,PO31 7PJ,UK,EMEA,Bennett,Helen,Medium
10325,1.222539697047954,-0.9285022980967578,6,-0.2726953446277025,2004-11-05,Shipped,4,11,2004,Classic Cars,0.8781421779632533,S10_4757,Baane Mini Imports,07-98 9555,Erling Skakkes gate 78,Desconocido,Stavern,Desconocido,4110,Norway,EMEA,Bergulfsen,Jonas,Medium
10337,-1.0362527830157167,-1.7653595949852847,8,-1.277539743063529,2004-11-21,Shipped,4,11,2004,Classic Cars,0.8781421779632533,S10_4757,Classic Legends Inc.,2125558493,5905 Pompton St.,Suite 750,NYC,NY,10022,USA,Desconocido,Hernandez,Maria,Small
10350,-0.9335803975582769,-0.4059622560822402,5,-0.8643146844955454,2004-12-02,Shipped,4,12,2004,Classic Cars,0.8781421779632533,S10_4757,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Desconocido,Madrid,Desconocido,28034,Spain,EMEA,Freyre,Diego,Small
10359,1.3252120825053932,-1.4366650524277649,6,-0.5046046521728472,2004-12-15,Shipped,4,12,2004,Classic Cars,0.8781421779632533,S10_4757,Reims Collectables,26.47.1555,59 rue de l'Abbaye,Desconocido,Reims,Desconocido,51100,France,EMEA,Henriot,Paul,Small
10373,0.4011606133884374,0.8101579745265014,3,0.2673638557983356,2005-01-31,Shipped,1,1,2005,Classic Cars,0.8781421779632533,S10_4757,"Oulu Toy Supplies, Inc.",981-443655,Torikatu 38,Desconocido,Oulu,Desconocido,90110,Finland,EMEA,Koskitalo,Pirkko,Medium
10384,-0.11220131389876072,0.8101579745265014,4,0.7020275063111582,2005-02-23,Shipped,1,2,2005,Classic Cars,0.8781421779632533,S10_4757,Corporate Gift Ideas Co.,6505551386,7734 Strong St.,Desconocido,San Francisco,CA,Desconocido,USA,Desconocido,Brown,Julie,Medium
10395,-0.31754608481363966,0.8101579745265014,2,-0.09955210649163722,2005-03-17,Shipped,1,3,2005,Classic Cars,0.8781421779632533,S10_4757,Lyon Souveniers,+33 1 46 62 7555,27 rue du Colonel Pierre Avia,Desconocido,Paris,Desconocido,75508,France,EMEA,Da Cunha,Daniel,Medium
10400,2.9679702498244267,0.8101579745265014,9,3.3165474196975113,2005-04-01,Shipped,2,4,2005,Classic Cars,0.8781421779632533,S10_4757,The Sharp Gifts Warehouse,4085553659,3086 Ingle Ln.,Desconocido,San Jose,CA,94217,USA,Desconocido,Frick,Sue,Large
10414,-1.6522870957603546,0.8101579745265014,3,-0.42845095069503053,2005-05-06,On Hold,2,5,2005,Classic Cars,0.8781421779632533,S10_4757,Gifts4AllAges.com,6175559555,8616 Spinnaker Dr.,Desconocido,Boston,MA,51003,USA,Desconocido,Yoshido,Juri,Small
10103,0.7091777697607561,0.8101579745265014,4,1.001537885568891,2003-01-29,Shipped,1,1,2003,Classic Cars,1.1519048180352645,S10_4962,Baane Mini Imports,07-98 9555,Erling Skakkes gate 78,Desconocido,Stavern,Desconocido,4110,Norway,EMEA,Bergulfsen,Jonas,Medium
10114,-0.4202184702710794,0.8101579745265014,8,0.40802339154989586,2003-04-01,Shipped,2,4,2003,Classic Cars,1.1519048180352645,S10_4962,"La Corne D'abondance, Co.",(1) 42.34.2555,"265, boulevard Charonne",Desconocido,Paris,Desconocido,75012,France,EMEA,Bertrand,Marie,Medium
10126,-1.3442699393880353,0.8101579745265014,4,-0.11194391672925691,2003-05-28,Shipped,2,5,2003,Classic Cars,1.1519048180352645,S10_4962,"Corrida Auto Replicas, Ltd",(91) 555 22 82,"C/ Araquil, 67",Desconocido,Madrid,Desconocido,28023,Spain,EMEA,Sommer,Mart¡n,Medium
10140,-0.9335803975582769,0.8101579745265014,4,-0.1986214254991448,2003-07-24,Shipped,3,7,2003,Classic Cars,1.1519048180352645,S10_4962,Technics Stores Inc.,6505556809,9408 Furth Circle,Desconocido,Burlingame,CA,94217,USA,Desconocido,Hirano,Juri,Medium
10150,-1.5496147103029148,0.8101579745265014,1,-0.19694891123394467,2003-09-19,Shipped,3,9,2003,Classic Cars,1.1519048180352645,S10_4962,"Dragon Souveniers, Ltd.",+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Desconocido,Singapore,Desconocido,79903,Singapore,Japan,Natividad,Eric,Medium
10164,-1.4469423248454751,0.8101579745265014,2,-0.009268917617551761,2003-10-21,Resolved,4,10,2003,Classic Cars,1.1519048180352645,S10_4962,Mini Auto Werke,7675-3555,Kirchgasse 6,Desconocido,Graz,Desconocido,8010,Austria,EMEA,Mendel,Roland,Medium
10175,-0.21487369935619993,0.8101579745265014,9,0.9822985412779681,2003-11-06,Shipped,4,11,2003,Classic Cars,1.1519048180352645,S10_4962,"Stylish Desk Decors, Co.",(171) 555-0297,35 King George,Desconocido,London,Desconocido,WX3 6FW,UK,EMEA,Brown,Ann,Medium
10183,-0.728235626643398,0.8101579745265014,1,-0.06545019225313994,2003-11-13,Shipped,4,11,2003,Classic Cars,1.1519048180352645,S10_4962,"Classic Gift Ideas, Inc",2155554695,782 First Street,Desconocido,Philadelphia,PA,71270,USA,Desconocido,Cervantes,Francisca,Medium
10194,-0.9335803975582769,0.8101579745265014,4,0.38546616993417643,2003-11-25,Shipped,4,11,2003,Classic Cars,1.1519048180352645,S10_4962,"Saveley & Henriot, Co.",78.32.5555,"2, rue du Commerce",Desconocido,Lyon,Desconocido,69004,France,EMEA,Saveley,Mary,Medium
10207,-0.4202184702710794,0.8101579745265014,15,0.28362199771395075,2003-12-09,Shipped,4,12,2003,Classic Cars,1.1519048180352645,S10_4962,Diecast Collectables,6175552555,6251 Ingle Ln.,Desconocido,Boston,MA,51003,USA,Desconocido,Franco,Valarie,Medium
10217,1.3252120825053932,0.8101579745265014,4,1.882442460664038,2004-02-04,Shipped,1,2,2004,Classic Cars,1.1519048180352645,S10_4962,Handji Gifts& Co,+65 224 1555,Village Close - 106 Linden Road Sandown,2nd Floor,Singapore,Desconocido,69045,Singapore,APAC,Victorino,Wendy,Large
10229,1.5305568534202727,0.8101579745265014,9,1.5598969985719575,2004-03-11,Shipped,1,3,2004,Classic Cars,1.1519048180352645,S10_4962,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,Desconocido,San Rafael,CA,97562,USA,Desconocido,Nelson,Valarie,Medium
10245,-0.728235626643398,0.8101579745265014,2,0.5635672182135137,2004-05-04,Shipped,2,5,2004,Classic Cars,1.1519048180352645,S10_4962,Super Scale Inc.,2035559545,567 North Pendale Street,Desconocido,New Haven,CT,97823,USA,Desconocido,Murphy,Leslie,Medium
10259,-0.9335803975582769,0.8101579745265014,12,0.2603751354758922,2004-06-15,Shipped,2,6,2004,Classic Cars,1.1519048180352645,S10_4962,Handji Gifts& Co,+65 224 1555,Village Close - 106 Linden Road Sandown,2nd Floor,Singapore,Desconocido,69045,Singapore,APAC,Victorino,Wendy,Medium
10270,-0.31754608481363966,0.8101579745265014,2,0.40628571439124656,2004-07-19,Shipped,3,7,2004,Classic Cars,1.1519048180352645,S10_4962,Souveniers And Things Co.,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Level 6,Chatswood,NSW,2067,Australia,APAC,Huxley,Adrian,Medium
10281,0.9145225406756355,0.8101579745265014,9,1.882529344521971,2004-08-19,Shipped,3,8,2004,Classic Cars,1.1519048180352645,S10_4962,Diecast Classics Inc.,2155551555,7586 Pompton St.,Desconocido,Allentown,PA,70267,USA,Desconocido,Yu,Kyung,Large
10291,-0.5228908557285186,0.8101579745265014,4,0.16399921606429146,2004-09-08,Shipped,3,9,2004,Classic Cars,1.1519048180352645,S10_4962,Scandinavian Gift Ideas,0695-34 6555,?kergatan 24,Desconocido,Boras,Desconocido,S-844 67,Sweden,EMEA,Larsson,Maria,Medium
10305,0.29848822793099766,0.8101579745265014,13,1.697977169791147,2004-10-13,Shipped,4,10,2004,Classic Cars,1.1519048180352645,S10_4962,Marta's Replicas Co.,6175558555,39323 Spinnaker Dr.,Desconocido,Cambridge,MA,51247,USA,Desconocido,Hernandez,Marta,Medium
10313,0.5038329988458771,0.8101579745265014,7,1.6964675627595704,2004-10-22,Shipped,4,10,2004,Classic Cars,1.1519048180352645,S10_4962,Canadian Gift Exchange Network,(604) 555-3392,1900 Oak St.,Desconocido,Vancouver,BC,V3F 2K1,Canada,Desconocido,Tannamuri,Yoshi,Medium
10322,1.119867311590515,-1.0742582490951151,8,-0.3813924811423527,2004-11-04,Shipped,4,11,2004,Classic Cars,1.1519048180352645,S10_4962,Online Diecast Creations Co.,6035558647,2304 Long Airport Avenue,Desconocido,Nashua,NH,62005,USA,Desconocido,Young,Valarie,Small
10334,-0.9335803975582769,0.8101579745265014,2,-0.1986214254991448,2004-11-19,On Hold,4,11,2004,Classic Cars,1.1519048180352645,S10_4962,"Volvo Model Replicas, Co",0921-12 3555,Berguvsvgen  8,Desconocido,Lule,Desconocido,S-958 22,Sweden,EMEA,Berglund,Christina,Medium
10347,-0.8309080121008378,0.8101579745265014,2,0.47466331058410627,2004-11-29,Shipped,4,11,2004,Classic Cars,1.1519048180352645,S10_4962,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Level 3,Melbourne,Victoria,3004,Australia,APAC,Ferguson,Peter,Medium
10357,0.8118501552181958,0.8101579745265014,9,1.2093314922966525,2004-12-10,Shipped,4,12,2004,Classic Cars,1.1519048180352645,S10_4962,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,Desconocido,San Rafael,CA,97562,USA,Desconocido,Nelson,Valarie,Medium
10370,-0.009528928441320991,-0.8937985002400066,4,-0.6824939210484738,2005-01-20,Shipped,1,1,2005,Classic Cars,1.1519048180352645,S10_4962,"Anna's Decorations, Ltd",02 9936 8555,201 Miller Street,Level 15,North Sydney,NSW,2060,Australia,APAC,O'Hara,Anna,Small
10381,0.19581584247355846,0.8101579745265014,6,1.4540290176812334,2005-02-17,Shipped,1,2,2005,Classic Cars,1.1519048180352645,S10_4962,Corporate Gift Ideas Co.,6505551386,7734 Strong St.,Desconocido,San Francisco,CA,Desconocido,USA,Desconocido,Brown,Julie,Medium
10391,0.19581584247355846,-1.8223729771785195,7,-0.9875377160082816,2005-03-09,Shipped,1,3,2005,Classic Cars,1.1519048180352645,S10_4962,"Anna's Decorations, Ltd",02 9936 8555,201 Miller Street,Level 15,North Sydney,NSW,2060,Australia,APAC,O'Hara,Anna,Small
10411,-0.8309080121008378,0.8101579745265014,2,0.4745166940738449,2005-05-01,Shipped,2,5,2005,Classic Cars,1.1519048180352645,S10_4962,Quebec Home Shopping Network,(514) 555-8054,43 rue St. Laurent,Desconocido,Montreal,Quebec,H1J 1C3,Canada,Desconocido,Fresnisre,Jean,Medium
10425,0.29848822793099766,0.8101579745265014,12,1.2712471015557838,2005-05-31,In Process,2,5,2005,Classic Cars,1.1519048180352645,S10_4962,La Rochelle Gifts,40.67.8555,"67, rue des Cinquante Otages",Desconocido,Nantes,Desconocido,44000,France,EMEA,Labrune,Janine,Medium
10108,-0.21487369935619993,0.8101579745265014,6,0.9292559460101905,2003-03-03,Shipped,1,3,2003,Classic Cars,2.321617916524767,S12_1099,Cruz & Sons Co.,+63 2 555 3587,15 McCallum Street - NatWest Center #13-03,Desconocido,Makati City,Desconocido,1227 MM,Philippines,Japan,Cruz,Arnold,Medium
10122,0.7091777697607561,0.8101579745265014,10,2.1970814916842634,2003-05-08,Shipped,2,5,2003,Classic Cars,2.321617916524767,S12_1099,Marseille Mini Autos,91.24.4555,"12, rue des Bouchers",Desconocido,Marseille,Desconocido,13008,France,EMEA,Lebihan,Laurence,Large
10135,0.7091777697607561,0.8101579745265014,7,2.4189937253260534,2003-07-02,Shipped,3,7,2003,Classic Cars,2.321617916524767,S12_1099,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,Desconocido,San Rafael,CA,97562,USA,Desconocido,Nelson,Valarie,Large
10147,1.3252120825053932,0.8101579745265014,7,3.0908231567889355,2003-09-05,Shipped,3,9,2003,Classic Cars,2.321617916524767,S12_1099,Collectables For Less Inc.,6175558555,7825 Douglas Av.,Desconocido,Brickhaven,MA,58339,USA,Desconocido,Nelson,Allen,Large
10159,0.6065053843033164,0.8101579745265014,2,2.575270634540976,2003-10-10,Shipped,4,10,2003,Classic Cars,2.321617916524767,S12_1099,Corporate Gift Ideas Co.,6505551386,7734 Strong St.,Desconocido,San Francisco,CA,Desconocido,USA,Desconocido,Brown,Julie,Large
10169,-0.5228908557285186,0.8101579745265014,2,0.7960792825230649,2003-11-04,Shipped,4,11,2003,Classic Cars,2.321617916524767,S12_1099,"Anna's Decorations, Ltd",02 9936 8555,201 Miller Street,Level 15,North Sydney,NSW,2060,Australia,APAC,O'Hara,Anna,Medium
10181,-0.8309080121008378,0.8101579745265014,14,1.0084940244446097,2003-11-12,Shipped,4,11,2003,Classic Cars,2.321617916524767,S12_1099,Herkku Gifts,+47 2267 3215,"Drammen 121, PR 744 Sentrum",Desconocido,Bergen,Desconocido,N 5804,Norway,EMEA,Oeztan,Veysel,Medium
10191,-1.4469423248454751,0.8101579745265014,3,0.15585385438312174,2003-11-20,Shipped,4,11,2003,Classic Cars,2.321617916524767,S12_1099,"Toms Spezialitten, Ltd",0221-5554327,Mehrheimerstr. 369,Desconocido,Koln,Desconocido,50739,Germany,EMEA,Pfalzheim,Henriette,Medium
10203,-1.5496147103029148,0.8101579745265014,8,0.20445451241410129,2003-12-02,Shipped,4,12,2003,Classic Cars,2.321617916524767,S12_1099,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Desconocido,Madrid,Desconocido,28034,Spain,EMEA,Freyre,Diego,Medium
10211,0.6065053843033164,0.8101579745265014,2,2.1422360563643874,2004-01-15,Shipped,1,1,2004,Classic Cars,2.321617916524767,S12_1099,Auto Canal Petit,(1) 47.55.6555,"25, rue Lauriston",Desconocido,Paris,Desconocido,75016,France,EMEA,Perrier,Dominique,Large
10225,-0.8309080121008378,0.8101579745265014,9,0.5234866085010376,2004-02-22,Shipped,1,2,2004,Classic Cars,2.321617916524767,S12_1099,"Vida Sport, Ltd",0897-034555,Grenzacherweg 237,Desconocido,Gensve,Desconocido,1203,Switzerland,EMEA,Holz,Michael,Medium
